timestamp,elapsed_min,cell_voltage_v,charge_current_mA,temperature_c,relay_state,soc_percent,setpoint_low_v,setpoint_high_v,pid_setpoint_v,voltage_error_v,pid_integral_v_min,pid_bias_percent,pid_p_percent,pid_i_percent,pid_d_percent,pid_raw_percent,pid_output_percent,pid_relay_request,temperature_cutoff_c,mode,fault_reason
2026-04-24T11:24:00,144.0,3.9306,3.2,24.14,0,74.6,3.85,4.0,3.925,-0.0056,-1.6551,50.0,-4.75,-3.97,0.05,41.3,41.3,0,45.0,idle,
2026-04-24T11:25:00,145.0,3.9321,2.1,24.17,0,74.6,3.85,4.0,3.925,-0.0071,-1.6622,50.0,-6.02,-3.99,-0.08,39.9,39.9,0,45.0,idle,
2026-04-24T11:26:00,146.0,3.9279,3.2,24.18,0,74.6,3.85,4.0,3.925,-0.0029,-1.6651,50.0,-2.49,-4.0,0.23,43.7,43.7,0,45.0,idle,
2026-04-24T11:27:00,147.0,3.9279,0.0,24.13,0,74.5,3.85,4.0,3.925,-0.0029,-1.668,50.0,-2.43,-4.0,0.0,43.6,43.6,0,45.0,idle,
2026-04-24T11:28:00,148.0,3.9288,1.1,24.15,0,74.5,3.85,4.0,3.925,-0.0038,-1.6718,50.0,-3.23,-4.01,-0.05,42.7,42.7,0,45.0,idle,
2026-04-24T11:29:00,149.0,3.925,0.0,24.13,0,74.5,3.85,4.0,3.925,-0.0,-1.6718,50.0,-0.03,-4.01,0.21,46.2,46.2,0,45.0,idle,
2026-04-24T11:30:00,150.0,3.925,5.4,24.04,0,74.4,3.85,4.0,3.925,-0.0,-1.6719,50.0,-0.03,-4.01,-0.0,46.0,46.0,0,45.0,idle,
2026-04-24T11:31:00,151.0,3.9323,0.0,24.0,0,74.4,3.85,4.0,3.925,-0.0073,-1.6792,50.0,-6.22,-4.03,-0.4,39.4,39.4,0,45.0,idle,
2026-04-24T11:32:00,152.0,3.9275,0.0,23.97,0,74.4,3.85,4.0,3.925,-0.0025,-1.6817,50.0,-2.14,-4.04,0.26,44.1,44.1,0,45.0,idle,
2026-04-24T11:33:00,153.0,3.93,3.3,24.0,0,74.3,3.85,4.0,3.925,-0.005,-1.6866,50.0,-4.21,-4.05,-0.13,41.6,41.6,0,45.0,idle,
2026-04-24T11:34:00,154.0,3.9344,0.2,23.99,0,74.3,3.85,4.0,3.925,-0.0094,-1.696,50.0,-7.98,-4.07,-0.24,37.7,37.7,0,45.0,idle,
2026-04-24T11:35:00,155.0,3.9289,0.0,24.01,0,74.3,3.85,4.0,3.925,-0.0039,-1.6999,50.0,-3.3,-4.08,0.3,42.9,42.9,0,45.0,idle,
2026-04-24T11:36:00,156.0,3.926,1.3,23.99,0,74.3,3.85,4.0,3.925,-0.001,-1.7009,50.0,-0.85,-4.08,0.16,45.2,45.2,0,45.0,idle,
2026-04-24T11:37:00,157.0,3.9325,1.5,24.06,0,74.2,3.85,4.0,3.925,-0.0075,-1.7085,50.0,-6.41,-4.1,-0.36,39.1,39.1,0,45.0,idle,
2026-04-24T11:38:00,158.0,3.9319,6.0,24.1,0,74.2,3.85,4.0,3.925,-0.0069,-1.7153,50.0,-5.85,-4.12,0.04,40.1,40.1,0,45.0,idle,
2026-04-24T11:39:00,159.0,3.9224,0.0,24.19,0,74.2,3.85,4.0,3.925,0.0026,-1.7127,50.0,2.22,-4.11,0.52,48.6,48.6,0,45.0,idle,
2026-04-24T11:40:00,160.0,3.922,3.5,24.06,0,74.1,3.85,4.0,3.925,0.003,-1.7097,50.0,2.58,-4.1,0.02,48.5,48.5,0,45.0,idle,
2026-04-24T11:41:00,161.0,3.9399,0.0,23.98,0,74.1,3.85,4.0,3.925,-0.0149,-1.7246,50.0,-12.66,-4.14,-0.99,32.2,32.2,0,45.0,idle,
2026-04-24T11:42:00,162.0,3.9312,0.0,24.04,0,74.1,3.85,4.0,3.925,-0.0062,-1.7307,50.0,-5.24,-4.15,0.48,41.1,41.1,0,45.0,idle,
2026-04-24T11:43:00,163.0,3.9329,0.0,24.03,0,74.0,3.85,4.0,3.925,-0.0079,-1.7386,50.0,-6.69,-4.17,-0.09,39.0,39.0,0,45.0,idle,
2026-04-24T11:44:00,164.0,3.9255,5.6,24.01,0,74.0,3.85,4.0,3.925,-0.0005,-1.7392,50.0,-0.46,-4.17,0.4,45.8,45.8,0,45.0,idle,
2026-04-24T11:45:00,165.0,3.9262,0.0,24.02,0,74.0,3.85,4.0,3.925,-0.0012,-1.7403,50.0,-0.98,-4.18,-0.03,44.8,44.8,0,45.0,idle,
2026-04-24T11:46:00,166.0,3.9279,0.0,24.11,0,73.9,3.85,4.0,3.925,-0.0029,-1.7432,50.0,-2.5,-4.18,-0.1,43.2,43.2,0,45.0,idle,
2026-04-24T11:47:00,167.0,3.9298,1.7,24.05,0,73.9,3.85,4.0,3.925,-0.0048,-1.748,50.0,-4.06,-4.2,-0.1,41.6,41.6,0,45.0,idle,
2026-04-24T11:48:00,168.0,3.9228,3.0,24.09,0,73.9,3.85,4.0,3.925,0.0022,-1.7458,50.0,1.91,-4.19,0.39,48.1,48.1,0,45.0,idle,
2026-04-24T11:49:00,169.0,3.9314,6.9,23.97,0,73.8,3.85,4.0,3.925,-0.0064,-1.7522,50.0,-5.47,-4.21,-0.48,39.8,39.8,0,45.0,idle,
2026-04-24T11:50:00,170.0,3.9267,1.9,23.92,0,73.8,3.85,4.0,3.925,-0.0017,-1.7539,50.0,-1.42,-4.21,0.26,44.6,44.6,0,45.0,idle,
2026-04-24T11:51:00,171.0,3.9301,0.0,24.02,0,73.8,3.85,4.0,3.925,-0.0051,-1.759,50.0,-4.37,-4.22,-0.19,41.2,41.2,0,45.0,idle,
2026-04-24T11:52:00,172.0,3.9281,4.4,23.94,0,73.8,3.85,4.0,3.925,-0.0031,-1.7621,50.0,-2.66,-4.23,0.11,43.2,43.2,0,45.0,idle,
2026-04-24T11:53:00,173.0,3.9285,0.0,24.0,0,73.7,3.85,4.0,3.925,-0.0035,-1.7657,50.0,-3.0,-4.24,-0.02,42.7,42.7,0,45.0,idle,
2026-04-24T11:54:00,174.0,3.927,4.7,24.0,0,73.7,3.85,4.0,3.925,-0.002,-1.7677,50.0,-1.7,-4.24,0.08,44.1,44.1,0,45.0,idle,
2026-04-24T11:55:00,175.0,3.9272,2.8,24.02,0,73.7,3.85,4.0,3.925,-0.0022,-1.7699,50.0,-1.91,-4.25,-0.01,43.8,43.8,0,45.0,idle,
2026-04-24T11:56:00,176.0,3.9308,0.7,24.03,0,73.6,3.85,4.0,3.925,-0.0058,-1.7757,50.0,-4.92,-4.26,-0.2,40.6,40.6,0,45.0,idle,
2026-04-24T11:57:00,177.0,3.9311,1.7,24.01,0,73.6,3.85,4.0,3.925,-0.0061,-1.7818,50.0,-5.18,-4.28,-0.02,40.5,40.5,0,45.0,idle,
2026-04-24T11:58:00,178.0,3.9242,4.2,24.04,0,73.6,3.85,4.0,3.925,0.0008,-1.781,50.0,0.65,-4.27,0.38,46.8,46.8,0,45.0,idle,
2026-04-24T11:59:00,179.0,3.9192,1.3,24.01,0,73.5,3.85,4.0,3.925,0.0058,-1.7753,50.0,4.89,-4.26,0.27,50.9,50.9,1,45.0,idle,
2026-04-24T12:00:00,180.0,3.926,0.0,23.98,0,73.5,3.85,4.0,3.925,-0.001,-1.7763,50.0,-0.87,-4.26,-0.37,44.5,44.5,0,45.0,idle,
2026-04-24T12:01:00,181.0,3.9261,4.7,23.93,0,73.5,3.85,4.0,3.925,-0.0011,-1.7774,50.0,-0.97,-4.27,-0.01,44.8,44.8,0,45.0,idle,
2026-04-24T12:02:00,182.0,3.9268,4.0,23.92,0,73.5,3.85,4.0,3.925,-0.0018,-1.7792,50.0,-1.5,-4.27,-0.03,44.2,44.2,0,45.0,idle,
2026-04-24T12:03:00,183.0,3.9228,2.6,23.95,0,73.4,3.85,4.0,3.925,0.0022,-1.777,50.0,1.88,-4.26,0.22,47.8,47.8,0,45.0,idle,
2026-04-24T12:04:00,184.0,3.9211,3.2,23.95,0,73.4,3.85,4.0,3.925,0.0039,-1.7731,50.0,3.29,-4.26,0.09,49.1,49.1,0,45.0,idle,
2026-04-24T12:05:00,185.0,3.9241,2.5,23.97,0,73.4,3.85,4.0,3.925,0.0009,-1.7722,50.0,0.73,-4.25,-0.17,46.3,46.3,0,45.0,idle,
2026-04-24T12:06:00,186.0,3.9245,3.7,24.03,0,73.3,3.85,4.0,3.925,0.0005,-1.7718,50.0,0.42,-4.25,-0.02,46.1,46.1,0,45.0,idle,
2026-04-24T12:07:00,187.0,3.9224,1.0,24.01,0,73.3,3.85,4.0,3.925,0.0026,-1.7692,50.0,2.18,-4.25,0.11,48.0,48.0,0,45.0,idle,
2026-04-24T12:08:00,188.0,3.9251,4.9,24.0,0,73.3,3.85,4.0,3.925,-0.0001,-1.7693,50.0,-0.05,-4.25,-0.14,45.6,45.6,0,45.0,idle,
2026-04-24T12:09:00,189.0,3.925,4.6,23.96,0,73.2,3.85,4.0,3.925,0.0,-1.7692,50.0,0.04,-4.25,0.01,45.8,45.8,0,45.0,idle,
2026-04-24T12:10:00,190.0,3.9263,1.8,23.91,0,73.2,3.85,4.0,3.925,-0.0013,-1.7705,50.0,-1.1,-4.25,-0.07,44.6,44.6,0,45.0,idle,
2026-04-24T12:11:00,191.0,3.9179,0.9,24.01,0,73.2,3.85,4.0,3.925,0.0071,-1.7634,50.0,6.07,-4.23,0.46,52.3,52.3,1,45.0,idle,
2026-04-24T12:12:00,192.0,3.9246,1.6,23.98,0,73.2,3.85,4.0,3.925,0.0004,-1.7629,50.0,0.38,-4.23,-0.37,45.8,45.8,0,45.0,idle,
2026-04-24T12:13:00,193.0,3.9206,0.9,23.98,0,73.1,3.85,4.0,3.925,0.0044,-1.7585,50.0,3.73,-4.22,0.22,49.7,49.7,0,45.0,idle,
2026-04-24T12:14:00,194.0,3.9228,4.1,23.98,0,73.1,3.85,4.0,3.925,0.0022,-1.7563,50.0,1.87,-4.22,-0.12,47.5,47.5,0,45.0,idle,
2026-04-24T12:15:00,195.0,3.9205,0.0,23.99,0,73.1,3.85,4.0,3.925,0.0045,-1.7519,50.0,3.79,-4.2,0.12,49.7,49.7,0,45.0,idle,
2026-04-24T12:16:00,196.0,3.921,7.5,24.0,0,73.0,3.85,4.0,3.925,0.004,-1.7479,50.0,3.42,-4.19,-0.02,49.2,49.2,0,45.0,idle,
2026-04-24T12:17:00,197.0,3.9211,0.0,23.98,0,73.0,3.85,4.0,3.925,0.0039,-1.744,50.0,3.29,-4.19,-0.01,49.1,49.1,0,45.0,idle,
2026-04-24T12:18:00,198.0,3.9182,0.0,23.89,0,73.0,3.85,4.0,3.925,0.0068,-1.7372,50.0,5.77,-4.17,0.16,51.8,51.8,1,45.0,idle,
2026-04-24T12:19:00,199.0,3.9208,2.6,23.84,0,72.9,3.85,4.0,3.925,0.0042,-1.733,50.0,3.54,-4.16,-0.14,49.2,49.2,0,45.0,idle,
2026-04-24T12:20:00,200.0,3.9184,3.7,23.83,0,72.9,3.85,4.0,3.925,0.0066,-1.7265,50.0,5.6,-4.14,0.13,51.6,51.6,1,45.0,idle,
2026-04-24T12:21:00,201.0,3.923,0.0,23.88,0,72.9,3.85,4.0,3.925,0.002,-1.7245,50.0,1.7,-4.14,-0.25,47.3,47.3,0,45.0,idle,
2026-04-24T12:22:00,202.0,3.914,7.4,23.87,0,72.8,3.85,4.0,3.925,0.011,-1.7134,50.0,9.39,-4.11,0.5,55.8,55.8,1,45.0,idle,
2026-04-24T12:23:00,203.0,3.9242,0.1,23.89,0,72.8,3.85,4.0,3.925,0.0008,-1.7126,50.0,0.69,-4.11,-0.56,46.0,46.0,0,45.0,idle,
2026-04-24T12:24:00,204.0,3.9104,0.0,23.87,0,72.8,3.85,4.0,3.925,0.0146,-1.698,50.0,12.41,-4.08,0.76,59.1,59.1,1,45.0,idle,
2026-04-24T12:25:00,205.0,3.9133,5.6,23.87,0,72.8,3.85,4.0,3.925,0.0117,-1.6863,50.0,9.94,-4.05,-0.16,55.7,55.7,1,45.0,idle,
2026-04-24T12:26:00,206.0,3.9189,1.3,23.87,0,72.7,3.85,4.0,3.925,0.0061,-1.6802,50.0,5.18,-4.03,-0.31,50.8,50.8,1,45.0,idle,
2026-04-24T12:27:00,207.0,3.9307,1.7,23.96,0,72.7,3.85,4.0,3.925,-0.0057,-1.6859,50.0,-4.86,-4.05,-0.65,40.4,40.4,0,45.0,idle,
2026-04-24T12:28:00,208.0,3.9215,5.7,23.9,0,72.7,3.85,4.0,3.925,0.0035,-1.6824,50.0,3.0,-4.04,0.51,49.5,49.5,0,45.0,idle,
2026-04-24T12:29:00,209.0,3.9273,0.1,23.89,0,72.6,3.85,4.0,3.925,-0.0023,-1.6847,50.0,-1.95,-4.04,-0.32,43.7,43.7,0,45.0,idle,
2026-04-24T12:30:00,210.0,3.9198,2.1,23.94,0,72.6,3.85,4.0,3.925,0.0052,-1.6795,50.0,4.44,-4.03,0.41,50.8,50.8,1,45.0,idle,
2026-04-24T12:31:00,211.0,3.918,5.1,23.99,0,72.6,3.85,4.0,3.925,0.007,-1.6725,50.0,5.93,-4.01,0.1,52.0,52.0,1,45.0,idle,
2026-04-24T12:32:00,212.0,3.9124,2.5,23.99,0,72.5,3.85,4.0,3.925,0.0126,-1.6598,50.0,10.75,-3.98,0.31,57.1,57.1,1,45.0,idle,
2026-04-24T12:33:00,213.0,3.9168,0.0,24.0,0,72.5,3.85,4.0,3.925,0.0082,-1.6516,50.0,6.96,-3.96,-0.25,52.7,52.7,1,45.0,idle,
2026-04-24T12:34:00,214.0,3.9171,2.7,24.06,0,72.5,3.85,4.0,3.925,0.0079,-1.6438,50.0,6.7,-3.95,-0.02,52.7,52.7,1,45.0,idle,
2026-04-24T12:35:00,215.0,3.9204,0.3,24.01,0,72.4,3.85,4.0,3.925,0.0046,-1.6392,50.0,3.9,-3.93,-0.18,49.8,49.8,0,45.0,idle,
2026-04-24T12:36:00,216.0,3.9203,1.1,24.01,0,72.4,3.85,4.0,3.925,0.0047,-1.6345,50.0,3.96,-3.92,0.0,50.0,50.0,1,45.0,idle,
2026-04-24T12:37:00,217.0,3.9159,0.0,24.01,0,72.4,3.85,4.0,3.925,0.0091,-1.6254,50.0,7.72,-3.9,0.24,54.1,54.1,1,45.0,idle,
2026-04-24T12:38:00,218.0,3.9184,7.5,24.06,0,72.4,3.85,4.0,3.925,0.0066,-1.6188,50.0,5.62,-3.89,-0.14,51.6,51.6,1,45.0,idle,
2026-04-24T12:39:00,219.0,3.9128,3.2,24.04,0,72.3,3.85,4.0,3.925,0.0122,-1.6066,50.0,10.37,-3.86,0.31,56.8,56.8,1,45.0,idle,
2026-04-24T12:40:00,220.0,3.9204,5.3,24.07,0,72.3,3.85,4.0,3.925,0.0046,-1.602,50.0,3.94,-3.84,-0.42,49.7,49.7,0,45.0,idle,
2026-04-24T12:41:00,221.0,3.9207,0.1,24.13,0,72.3,3.85,4.0,3.925,0.0043,-1.5977,50.0,3.68,-3.83,-0.02,49.8,49.8,0,45.0,idle,
2026-04-24T12:42:00,222.0,3.928,2.4,24.11,0,72.2,3.85,4.0,3.925,-0.003,-1.6007,50.0,-2.55,-3.84,-0.4,43.2,43.2,0,45.0,idle,
2026-04-24T12:43:00,223.0,3.9164,2.7,24.09,0,72.2,3.85,4.0,3.925,0.0086,-1.592,50.0,7.34,-3.82,0.64,54.2,54.2,1,45.0,idle,
2026-04-24T12:44:00,224.0,3.9187,3.8,24.11,0,72.2,3.85,4.0,3.925,0.0063,-1.5857,50.0,5.33,-3.81,-0.13,51.4,51.4,1,45.0,idle,
2026-04-24T12:45:00,225.0,3.9164,0.9,24.13,0,72.1,3.85,4.0,3.925,0.0086,-1.5771,50.0,7.35,-3.79,0.13,53.7,53.7,1,45.0,idle,
2026-04-24T12:46:00,226.0,3.9169,4.4,24.19,0,72.1,3.85,4.0,3.925,0.0081,-1.569,50.0,6.92,-3.77,-0.03,53.1,53.1,1,45.0,idle,
2026-04-24T12:47:00,227.0,3.9138,1.8,24.12,0,72.1,3.85,4.0,3.925,0.0112,-1.5577,50.0,9.56,-3.74,0.17,56.0,56.0,1,45.0,idle,
2026-04-24T12:48:00,228.0,3.92,0.0,24.14,0,72.0,3.85,4.0,3.925,0.005,-1.5527,50.0,4.25,-3.73,-0.34,50.2,50.2,1,45.0,idle,
2026-04-24T12:49:00,229.0,3.9105,0.0,24.15,0,72.0,3.85,4.0,3.925,0.0145,-1.5382,50.0,12.33,-3.69,0.52,59.2,59.2,1,45.0,idle,
2026-04-24T12:50:00,230.0,3.9175,0.0,24.12,0,72.0,3.85,4.0,3.925,0.0075,-1.5307,50.0,6.4,-3.67,-0.38,52.3,52.3,1,45.0,idle,
2026-04-24T12:51:00,231.0,3.9241,2.7,24.06,0,71.9,3.85,4.0,3.925,0.0009,-1.5297,50.0,0.8,-3.67,-0.36,46.8,46.8,0,45.0,idle,
2026-04-24T12:52:00,232.0,3.9143,0.0,24.11,0,71.9,3.85,4.0,3.925,0.0107,-1.519,50.0,9.12,-3.65,0.54,56.0,56.0,1,45.0,idle,
2026-04-24T12:53:00,233.0,3.9136,0.0,24.09,0,71.9,3.85,4.0,3.925,0.0114,-1.5076,50.0,9.72,-3.62,0.04,56.1,56.1,1,45.0,idle,
2026-04-24T12:54:00,234.0,3.913,2.5,24.06,0,71.8,3.85,4.0,3.925,0.012,-1.4956,50.0,10.22,-3.59,0.03,56.7,56.7,1,45.0,idle,
2026-04-24T12:55:00,235.0,3.9121,1.0,24.01,0,71.8,3.85,4.0,3.925,0.0129,-1.4827,50.0,10.95,-3.56,0.05,57.4,57.4,1,45.0,idle,
2026-04-24T12:56:00,236.0,3.9161,4.7,23.99,0,71.8,3.85,4.0,3.925,0.0089,-1.4737,50.0,7.59,-3.54,-0.22,53.8,53.8,1,45.0,idle,
2026-04-24T12:57:00,237.0,3.9058,0.7,24.02,0,71.7,3.85,4.0,3.925,0.0192,-1.4546,50.0,16.29,-3.49,0.56,63.4,63.4,1,45.0,idle,
2026-04-24T12:58:00,238.0,3.9128,5.6,24.07,0,71.7,3.85,4.0,3.925,0.0122,-1.4424,50.0,10.35,-3.46,-0.38,56.5,56.5,1,45.0,idle,
2026-04-24T12:59:00,239.0,3.9149,4.1,24.08,0,71.7,3.85,4.0,3.925,0.0101,-1.4324,50.0,8.55,-3.44,-0.12,55.0,55.0,1,45.0,idle,
2026-04-24T13:00:00,240.0,3.9086,2.2,24.08,0,71.6,3.85,4.0,3.925,0.0164,-1.4159,50.0,13.95,-3.4,0.35,60.9,60.9,1,45.0,idle,
2026-04-24T13:01:00,241.0,3.9129,5.2,24.05,0,71.6,3.85,4.0,3.925,0.0121,-1.4038,50.0,10.28,-3.37,-0.24,56.7,56.7,1,45.0,idle,
2026-04-24T13:02:00,242.0,3.9154,0.0,24.1,0,71.6,3.85,4.0,3.925,0.0096,-1.3942,50.0,8.19,-3.35,-0.13,54.7,54.7,1,45.0,idle,
2026-04-24T13:03:00,243.0,3.9055,0.4,24.09,0,71.5,3.85,4.0,3.925,0.0195,-1.3747,50.0,16.57,-3.3,0.54,63.8,63.8,1,45.0,idle,
2026-04-24T13:04:00,244.0,3.92,1.1,24.15,0,71.5,3.85,4.0,3.925,0.005,-1.3697,50.0,4.29,-3.29,-0.79,50.2,50.2,1,45.0,idle,
2026-04-24T13:05:00,245.0,3.9123,3.6,24.11,0,71.5,3.85,4.0,3.925,0.0127,-1.357,50.0,10.79,-3.26,0.42,58.0,58.0,1,45.0,idle,
2026-04-24T13:06:00,246.0,3.9046,4.8,24.04,0,71.4,3.85,4.0,3.925,0.0204,-1.3366,50.0,17.31,-3.21,0.42,64.5,64.5,1,45.0,idle,
2026-04-24T13:07:00,247.0,3.9096,3.3,24.03,0,71.4,3.85,4.0,3.925,0.0154,-1.3212,50.0,13.11,-3.17,-0.27,59.7,59.7,1,45.0,idle,
2026-04-24T13:08:00,248.0,3.9139,2.4,24.05,0,71.4,3.85,4.0,3.925,0.0111,-1.3101,50.0,9.41,-3.14,-0.24,56.0,56.0,1,45.0,idle,
2026-04-24T13:09:00,249.0,3.9064,3.3,24.11,0,71.3,3.85,4.0,3.925,0.0186,-1.2915,50.0,15.8,-3.1,0.41,63.1,63.1,1,45.0,idle,
2026-04-24T13:10:00,250.0,3.9086,0.0,24.07,0,71.3,3.85,4.0,3.925,0.0164,-1.2752,50.0,13.91,-3.06,-0.12,60.7,60.7,1,45.0,idle,
2026-04-24T13:11:00,251.0,3.9099,0.9,23.98,0,71.3,3.85,4.0,3.925,0.0151,-1.26,50.0,12.86,-3.02,-0.07,59.8,59.8,1,45.0,idle,
2026-04-24T13:12:00,252.0,3.9106,5.5,23.99,0,71.2,3.85,4.0,3.925,0.0144,-1.2456,50.0,12.27,-2.99,-0.04,59.2,59.2,1,45.0,idle,
2026-04-24T13:13:00,253.0,3.9065,0.0,23.93,0,71.2,3.85,4.0,3.925,0.0185,-1.2271,50.0,15.71,-2.95,0.22,63.0,63.0,1,45.0,idle,
2026-04-24T13:14:00,254.0,3.8991,3.3,23.91,0,71.1,3.85,4.0,3.925,0.0259,-1.2012,50.0,21.99,-2.88,0.41,69.5,69.5,1,45.0,idle,
2026-04-24T13:15:00,255.0,3.9135,0.5,23.84,0,71.1,3.85,4.0,3.925,0.0115,-1.1897,50.0,9.79,-2.86,-0.79,56.1,56.1,1,45.0,idle,
2026-04-24T13:16:00,256.0,3.9125,3.8,23.89,0,71.1,3.85,4.0,3.925,0.0125,-1.1772,50.0,10.66,-2.83,0.06,57.9,57.9,1,45.0,idle,
2026-04-24T13:17:00,257.0,3.909,2.7,23.89,0,71.0,3.85,4.0,3.925,0.016,-1.1612,50.0,13.58,-2.79,0.19,61.0,61.0,1,45.0,idle,
2026-04-24T13:18:00,258.0,3.9099,0.0,23.84,0,71.0,3.85,4.0,3.925,0.0151,-1.1461,50.0,12.84,-2.75,-0.05,60.0,60.0,1,45.0,idle,
2026-04-24T13:19:00,259.0,3.9122,4.4,23.86,0,71.0,3.85,4.0,3.925,0.0128,-1.1333,50.0,10.9,-2.72,-0.13,58.1,58.1,1,45.0,idle,
2026-04-24T13:20:00,260.0,3.907,3.9,23.86,0,70.9,3.85,4.0,3.925,0.018,-1.1152,50.0,15.33,-2.68,0.29,62.9,62.9,1,45.0,idle,
2026-04-24T13:21:00,261.0,3.9146,1.9,23.79,0,70.9,3.85,4.0,3.925,0.0104,-1.1048,50.0,8.85,-2.65,-0.42,55.8,55.8,1,45.0,idle,
2026-04-24T13:22:00,262.0,3.9098,5.4,23.87,0,70.9,3.85,4.0,3.925,0.0152,-1.0896,50.0,12.89,-2.62,0.26,60.5,60.5,1,45.0,idle,
2026-04-24T13:23:00,263.0,3.9149,4.2,23.82,0,70.8,3.85,4.0,3.925,0.0101,-1.0795,50.0,8.62,-2.59,-0.28,55.8,55.8,1,45.0,idle,
2026-04-24T13:24:00,264.0,3.9134,0.9,23.85,0,70.8,3.85,4.0,3.925,0.0116,-1.0679,50.0,9.86,-2.56,0.08,57.4,57.4,1,45.0,idle,
2026-04-24T13:25:00,265.0,3.9055,0.0,23.87,0,70.7,3.85,4.0,3.925,0.0195,-1.0485,50.0,16.53,-2.52,0.43,64.5,64.5,1,45.0,idle,
2026-04-24T13:26:00,266.0,3.9109,0.0,23.78,0,70.7,3.85,4.0,3.925,0.0141,-1.0344,50.0,11.97,-2.48,-0.3,59.2,59.2,1,45.0,idle,
2026-04-24T13:27:00,267.0,3.9108,0.4,23.9,0,70.7,3.85,4.0,3.925,0.0142,-1.0202,50.0,12.04,-2.45,0.0,59.6,59.6,1,45.0,idle,
2026-04-24T13:28:00,268.0,3.9057,0.0,23.96,0,70.6,3.85,4.0,3.925,0.0193,-1.0009,50.0,16.42,-2.4,0.28,64.3,64.3,1,45.0,idle,
2026-04-24T13:29:00,269.0,3.9106,0.4,23.99,0,70.6,3.85,4.0,3.925,0.0144,-0.9865,50.0,12.21,-2.37,-0.27,59.6,59.6,1,45.0,idle,
2026-04-24T13:30:00,270.0,3.9069,4.1,24.06,0,70.6,3.85,4.0,3.925,0.0181,-0.9685,50.0,15.35,-2.32,0.2,63.2,63.2,1,45.0,idle,
2026-04-24T13:31:00,271.0,3.9091,3.3,24.04,0,70.5,3.85,4.0,3.925,0.0159,-0.9525,50.0,13.54,-2.29,-0.12,61.1,61.1,1,45.0,idle,
2026-04-24T13:32:00,272.0,3.9156,4.8,24.12,0,70.5,3.85,4.0,3.925,0.0094,-0.9432,50.0,7.97,-2.26,-0.36,55.3,55.3,1,45.0,idle,
2026-04-24T13:33:00,273.0,3.9005,7.3,24.09,0,70.4,3.85,4.0,3.925,0.0245,-0.9187,50.0,20.8,-2.2,0.83,69.4,69.4,1,45.0,idle,
2026-04-24T13:34:00,274.0,3.8996,3.4,24.08,0,70.4,3.85,4.0,3.925,0.0254,-0.8933,50.0,21.56,-2.14,0.05,69.5,69.5,1,45.0,idle,
2026-04-24T13:35:00,275.0,3.9078,3.4,24.13,0,70.4,3.85,4.0,3.925,0.0172,-0.8761,50.0,14.65,-2.1,-0.45,62.1,62.1,1,45.0,idle,
2026-04-24T13:36:00,276.0,3.9026,3.3,24.1,0,70.3,3.85,4.0,3.925,0.0224,-0.8537,50.0,19.05,-2.05,0.28,67.3,67.3,1,45.0,idle,
2026-04-24T13:37:00,277.0,3.9045,4.4,24.13,0,70.3,3.85,4.0,3.925,0.0205,-0.8332,50.0,17.4,-2.0,-0.11,65.3,65.3,1,45.0,idle,
2026-04-24T13:38:00,278.0,3.9048,3.3,24.04,0,70.3,3.85,4.0,3.925,0.0202,-0.813,50.0,17.15,-1.95,-0.02,65.2,65.2,1,45.0,idle,
2026-04-24T13:39:00,279.0,3.903,1.6,23.99,0,70.2,3.85,4.0,3.925,0.022,-0.7911,50.0,18.67,-1.9,0.1,66.9,66.9,1,45.0,idle,
2026-04-24T13:40:00,280.0,3.9032,1.0,23.95,0,70.2,3.85,4.0,3.925,0.0218,-0.7693,50.0,18.51,-1.85,-0.01,66.6,66.6,1,45.0,idle,
2026-04-24T13:41:00,281.0,3.9143,4.4,23.96,0,70.1,3.85,4.0,3.925,0.0107,-0.7586,50.0,9.12,-1.82,-0.61,56.7,56.7,1,45.0,idle,
2026-04-24T13:42:00,282.0,3.9096,1.1,24.05,0,70.1,3.85,4.0,3.925,0.0154,-0.7432,50.0,13.05,-1.78,0.25,61.5,61.5,1,45.0,idle,
2026-04-24T13:43:00,283.0,3.905,6.6,23.96,0,70.1,3.85,4.0,3.925,0.02,-0.7232,50.0,16.99,-1.74,0.25,65.5,65.5,1,45.0,idle,
2026-04-24T13:44:00,284.0,3.9132,7.2,23.97,0,70.0,3.85,4.0,3.925,0.0118,-0.7114,50.0,10.04,-1.71,-0.45,57.9,57.9,1,45.0,idle,
2026-04-24T13:45:00,285.0,3.9029,0.0,23.95,0,70.0,3.85,4.0,3.925,0.0221,-0.6892,50.0,18.83,-1.65,0.57,67.7,67.7,1,45.0,idle,
2026-04-24T13:46:00,286.0,3.905,2.4,23.88,0,69.9,3.85,4.0,3.925,0.02,-0.6692,50.0,17.01,-1.61,-0.12,65.3,65.3,1,45.0,idle,
2026-04-24T13:47:00,287.0,3.9024,3.7,23.86,0,69.9,3.85,4.0,3.925,0.0226,-0.6466,50.0,19.25,-1.55,0.14,67.8,67.8,1,45.0,idle,
2026-04-24T13:48:00,288.0,3.8988,4.5,23.9,0,69.9,3.85,4.0,3.925,0.0262,-0.6204,50.0,22.26,-1.49,0.19,71.0,71.0,1,45.0,idle,
2026-04-24T13:49:00,289.0,3.8997,1.6,23.89,0,69.8,3.85,4.0,3.925,0.0253,-0.5951,50.0,21.47,-1.43,-0.05,70.0,70.0,1,45.0,idle,
